Name,DSPshort,DSPlong
NGC5287,"F, S, irr, r?","faint, small, irregular, mottled but not resolved?"
NGC5288,"Cl, S, C, iR, st 14","a cluster, small, compressed, irregularly round, stars of 14th magnitude"
NGC5289,"vF, vS, lE 90° ±, sbM","very faint, very small, a little extended 90°±, suddenly brighter middle"
NGC529,"pB, vS, sbM, p of 2","pretty bright, very small, suddenly brighter middle, western of 2"
NGC5290,"cB, pL, E 90° ±, bMN","considerably bright, pretty large, extended 90°±, brighter middle and nucleus"
NGC5291,"vF, R, vlbM, ** p","very faint, round, a very little brighter middle, double star to west"
NGC5292,"pF, S, R, 2 st nr","pretty faint, small, round, 2 stars near"
NGC5293,"eF, vL, r","extremely faint, very large, mottled but not resolved"
NGC5294,"eF, 2 st att or inv","extremely faint, 2 stars attached or involved"
NGC5295,"vF, vS, R","very faint, very small, round"
NGC5296,"R, bM, is sp h 1668","round, brighter middle, is southwest of h 1668"
NGC5297,"cB, L, pmE 142°, gbM","considerably bright, large, pretty much extended 142°, gradually brighter middle"
NGC5298,"F, S, R, gbM","faint, small, round, gradually brighter middle"
NGC5299,"Cl, vL, vRi","a cluster, very large, very rich"
NGC53,"eF, S, R, bM","extremely faint, small, round, brighter middle"
NGC530,"eF, S, mE, F * sf","extremely faint, small, much extended, faint star to southeast"
NGC5300,"vF, vL, lE, vgbM","very faint, very large, a little extended, very gradually brighter middle"
NGC5301,"cF, L, vmE","considerably faint, large, very much extended"
NGC5302,"F, S, R, gbM","faint, small, round, gradually brighter middle"
NGC5303,"pF, cS, lE, F ** inv",
NGC5304,"eF, pS, lE, vF * f","RA is 13 42 03, the star following is of 12th magnitude, position angle 160 degrees, distance 0.7 arcmin"
NGC5305,"eF, S, R","extremely faint, small, round"
NGC5306,"vF, vS, R, r","very faint, very small, round, mottled but not resolved"
NGC5307,"planetary, or vF, eS, D neb","a planetary nebula, or a very faint, extremely small, double nebula"
NGC5308,"B, pL, mE 57°, psbMBEN",
NGC5309,"vF, pS, R, bet * and D *","very faint, pretty small, round, between a star and a double star"
NGC531,"F, S, R","faint, small, round"
NGC5310,* 12 in F neb,
NGC5311,"cF, cS, R, sbM, p of 2","considerably faint, considerably small, round, suddenly brighter middle, western of 2"
NGC5312,"vF, R, stellar, 1st of 4","very faint, round, stellar, 1st of 4"
NGC5313,"pB, pS, vlE, glbM, f of 2","pretty bright, pretty small, very little extended, gradually a little brighter middle, eastern of 2"
NGC5314,"vF, eS, stellar, eF * v close",
NGC5315,"planetary, stellar = 10.5 mag",
NGC5316,"Cl, pL, pC, st 11","a cluster, pretty large, pretty compressed, stars of 11th magnitude"
NGC5317,"vF, vL, R, vgbM","very faint, very large, round, very gradually brighter middle"
NGC5318,"F, S, R, psbM, 2nd of 4","faint, small, round, pretty suddenly brighter middle, 2nd of 4"
NGC5319,"vF, R, n of III 423, 3rd of 4",
NGC532,"vF, pL, E 30°, bM","very faint, pretty large, extended 30°, brighter middle"
NGC5320,"cF, pL, R, gbM","considerably faint, pretty large, round, gradually brighter middle"
NGC5321,"eF, pL, R, svmbM *, 4th of 4",
NGC5322,"vB, pL, iR, psmbM","very bright, pretty large, irregularly round, pretty suddenly much brighter middle"
NGC5323,"vF, pS, lE 0° ±","very faint, pretty small, a little extended 0°±"
NGC5324,"cF, L, iR, bM","considerably faint, large, irregularly round, brighter middle"
NGC5325,"eeF, pS, R, v diffic, 2 B st nr","most extremely faint, pretty small, round, very difficult, 2 bright stars near"
NGC5326,"cF, S, vlE, sbM","considerably faint, small, very little extended, suddenly brighter middle"
NGC5327,"F, pS, R, 2 st p","faint, pretty small, round, 2 stars to west"
NGC5328,"pB, S, R, slbM","pretty bright, small, round, suddenly a little brighter middle"
NGC5329,"F, vS, R, psbM","faint, very small, round, pretty suddenly brighter middle"
NGC533,"pB, pL, R, gbM","pretty bright, pretty large, round, gradually brighter middle"
NGC5330,"eeF, S, R, v diffic, nf 3676",
NGC5331,"vF, S, E 0°, rr","very faint, small, extended 0°, partially resolved (some stars seen)"
NGC5332,"vF, S, R","very faint, small, round"
NGC5333,"vF, vS, R, * 8 f","very faint, very small, round, 8th magnitude star to east"
NGC5334,"cF, vL, R, lbM, r","considerably faint, very large, round, a little brighter middle, mottled but not resolved"
NGC5335,"F, iR","faint, irregularly round"
NGC5336,"cF, pL, R, psbM","considerably faint, pretty large, round, pretty suddenly brighter middle"
NGC5337,"vF, S, iR, * 7 p","very faint, small, irregularly round, 7th magnitude star to west"
NGC5338,"vF, E pf, 4' f D *",
NGC5339,"vF, pS, R","very faint, pretty small, round"
NGC534,"eeF, S, R, vgbM, 1st of 4","most extremely faint, small, round, very gradually brighter middle, 1st of 4"
NGC5340,"eF, S, R","extremely faint, small, round"
NGC5341,"lE, bM, sp h 1697",
NGC5342,"eF, vS","extremely faint, very small"
NGC5343,"vF, S, R, lbM","very faint, small, round, a little brighter middle"
NGC5344,"vF, S, R","very faint, small, round"
NGC5345,"F, S, R, bM","faint, small, round, brighter middle"
NGC5346,"eF, pL, irrR, glbM, r?","extremely faint, pretty large, irregularly round, gradually a little brighter middle, mottled but not resolved?"
NGC5347,"pF, cL, R, lbM","pretty faint, considerably large, round, a little brighter middle"
NGC5348,"vF, mE ns","very faint, much extended north-south"
NGC5349,"bM, sp 1697",
NGC535,"vF, vS, 1st of 3","very faint, very small, 1st of 3"
NGC5350,"cF, pL, bM, * 7 p, 1st of 4","considerably faint, prettylarge, brighter middle, 7th magnitude star to west, 1st of 4"
NGC5351,"cF, L, lE 90°, vgbM","considerably faint, large, a little extended 90°, very gradually brighter middle"
NGC5352,"cF, S, R, lbM, * nf 90""","considerably faint, small, round, a little brighter middle, star 90"
NGC5353,"pB, S, R, 2nd of 4","pretty bright, small, round, 2nd of 4"
NGC5354,"pF, S, R, 3rd of 4","pretty faint, small, round, 3rd of 4"
NGC5355,"vF, pS, 4th of 4","very faint, pretty small, 4th of 4"
NGC5356,"F, pL, vmE 17°, r","faint, pretty large, very much extended 17°, mottled but not resolved"
NGC5357,"pF, S, R, glbM, bet 2 st 10","pretty faint, small, round, gradually a little brighter middle, between two 10th magnitude stars"
NGC5358,"vF, vS, R, 2 vF st inv","very faint, very small, round, 2 very faint stars involved"
NGC5359,"Cl, vL, lRi, lC, st 11","a cluster, very large, a little rich, a little compressed, stars of 11th magnitude"
NGC536,"pB, pL, gbM, f of 2","pretty bright, pretty large, gradually brighter middle, eastern of 2"
NGC5360,"vF, vS, lE","very faint, very small, a little extended"
NGC5361,"eF, cS, E","extremely faint, considerably small, extended"
NGC5362,"pB, pL, E","pretty bright, pretty large, extended"
NGC5363,"B, pL, R, psbM, * 8 nf","bright, pretty large, round, pretty suddenly brighter middle, 8th magnitude star to northeast"
NGC5364,"cF, L, R, gbM","considerably faint, large, round, gradually brighter middle"
NGC5365,"pB, cS, R, pgbM, am st","pretty bright, considerably small, round, pretty gradually brighter middle, among stars"
NGC5366,"S, R, * 9 dist 2'","small, round, 9th magnitude star 2 arcmin distant"
NGC5367,"!, vB, vL, vl, vsmbM **","a remarkable object, very bright, very large, very little then very suddenly much brighter middle like a double star"
NGC5368,"F, cS, R, stellar, * 16 nf","faint, considerably small, round, stellar, 16th magnitude star to northeast"
NGC5369,"vF, vS, R","very faint, very small, round"
NGC537,Stellar (? = GC 306),"a double nebula, very faint, very small, position angle 90°, distance 30 arcsec"
NGC5370,"F, S","faint, small"
NGC5371,"pB, L, R, bMFN","pretty bright, large, round, brighter middle and faint nucleus"
NGC5372,"cF, S, E, ? ** inv","considerably faint, small, extended, double star involved?"
NGC5373,"vF, vS, stell","very faint, very small, stellar"
NGC5374,"cF, pL, R, vgbM, * 11 np","considerably faint, pretty large, round, very gradually brighter middle, 11th magnitude star to northwest"
NGC5375,"pB, pL, R, lbM","pretty bright, pretty large, round, a little brighter middle"
NGC5376,"cB, pL, vlE, vgmbM","considerably bright, pretty large, very little extended, very gradually much brighter middle"
NGC5377,"B, L, mE 42°, smbMN",
NGC5378,"pB, lE, vglbM","pretty bright, a little extended, very gradually a little brighter middle"
NGC5379,"pB, pS, E, mbM","pretty bright, pretty small, extended, much brighter middle"
NGC538,"eF, S, mE, F * n","extremely faint, small, much extended, faint star to north"
NGC5380,"F, cS, R, smbM","faint, considerably small, round, suddenly much brighter middle"
NGC5381,"Cl, Ri, vC, pL, st 11…12","a cluster, rich, very compressed, pretty large, stars from 11th to 12th magnitude"
NGC5382,"vF, vS, r, stellar","very faint, very small, mottled but not resolved, stellar"
NGC5383,"cB, cL, R, gbM","considerably bright, considerably large, round, gradually brighter middle"
NGC5384,"F, vS, stell","faint, very small, stellar"
NGC5385,"Cl, P, S","a cluster, poor, small"
NGC5386,"vF, vS, biN, r, stellar","very faint, very small, binuclear, mottled but not resolved, stellar"
NGC5387,"vF ray, 2' l","very faint ray, 2 arcmin long"
NGC5388,"F, S, R, vgbM","faint, small, round, very gradually brighter middle"
NGC5389,"pB, pL, E, mbMN","pretty bright, pretty large, extended, much brighter middle and nucleus"
NGC539,"vF, vS, R","very faint, very small, round"
NGC5390,"F, L, vgbM, * 9 nf","pretty bright, large, round, brighter middle and faint nucleus"
NGC5391,"F, vS, * close","faint, very small, star close"
NGC5392,"vF, cS, R, gbM","very faint, considerably small, round, gradually brighter middle"
NGC5393,"vF, S, R, glbM","very faint, small, round, gradually a little brighter middle"
NGC5394,"cF, S, np of 2","considerably faint, small, northwestern of 2"
NGC5395,"cF, cL, E 15°, lbM, sf of 2","considerably faint, small, northwestern of 2"
NGC5396,"vF, S, iR, sbM *","pretty bright, pretty large, round, a little brighter middle"
NGC5397,"vF, S, R, gbM","very faint, small, round, gradually brighter middle"
NGC5398,"pB, pL, R, vgbM","pretty bright, pretty large, round, very gradually brighter middle"
NGC5399,"eF, vS, pmE 90°","extremely faint, very small, pretty much extended 90°"
NGC54,"vF, pS, R, 5092 sp","very faint, pretty small, round, 5092 to southwest"
NGC540,"vF, vS, R, sbMN","very faint, very small, round, suddenly brighter middle and nucleus"
NGC5400,"vF, cS","very faint, considerably small"
NGC5401,"cF, cS, E","considerably faint, considerably small, extended"
NGC5402,"vF, vS, R","very faint, very small, round"
NGC5403,"vF, pL, iF","very faint, pretty large, irregular figure"
NGC5404,* 12 in neb,
NGC5405,"vF, iF, bM","very faint, irregular figure, brighter middle"
NGC5406,"F, pS, R, lbM","faint, pretty small, round, a little brighter middle"
NGC5407,"vF, vS, R, bM, in Cl","very faint, very small, round, brighter middle, in a cluster"
NGC5408,"eF, E, bet 2 vS st","extremely faint, extended, between 2 very small (faint) stars"
NGC5409,"eF, R, III 56 f 26s",
NGC541,"F, S, R, bM","faint, small, round, brighter middle"
NGC5410,"pF, pS, bM","pretty faint, pretty small, brighter middle"
NGC5411,vvF,very very faint
NGC5412,"pF, S, R, D * p","pretty faint, small, round, double star to west"
NGC5413,"pF, pS, R, pslbM, * 7 p 37s",
NGC5414,"S, F * in centre, * 10·11 nf",
NGC5415,"eF, vS, R, 2 F st nr","extremely faint, very small, round, 2 faint stars near"
NGC5416,"eF, vS, E, r","extremely faint, very small, extended, mottled but not resolved"
NGC5417,"cF, S, R, psbM, * p","considerably faint, small, round, pretty suddenly brighter middle, star to west"
NGC5418,"vF, R, bM","very faint, round, brighter middle"
NGC5419,"pB, pL, R, gpmbM","pretty bright, pretty large, round, gradually pretty much brighter middle"
NGC542,"eF, diffic","extremely faint, difficult"
NGC5420,"F, pS, mE, com","faint, pretty small, much extended, cometic"
NGC5421,"F, irrR, 2 vF st inv","faint, irregularly round, 2 very faint stars involved"
NGC5422,"pB, S, pmE 45° ±, vsvmbMN","pretty bright, small, pretty much extended 45°±, very suddenly very much brighter middle and nucleus"
NGC5423,"vF, R, * in centre",
NGC5424,"vF, R, * in centre",
NGC5425,"eF, S, lE, B * 4' n",much extended 290 degrees
NGC5426,"pF, cL, R, gmbM, sp of 2","pretty faint, considerably large, round, gradually much brighter middle, southwestern of 2"
NGC5427,"pF, cL, R, nf of 2","pretty faint, considerably large, round, northeastern of 2"
NGC5428,"2 near II 310, one in line with II 309 and II 310",
NGC5429,"2 near II 310, one in line with II 309 and II 310",
NGC543,"eF, eS","extremely faint, extremely small"
NGC5430,"pB, S, iE, mbM","pretty bright, small, irregularly extended, much brighter middle"
NGC5431,vF,very faint
NGC5432,vF,very faint
NGC5433,"vF, cS, lE 0°, bM","very faint, considerably small, a little extended 0°, brighter middle"
NGC5434,"vF, L","very faint, large"
NGC5435,"vF, * 10·11 close f",
NGC5436,"3 vF in a line, 2'-3' dist, n one brightest, nf * 8.6",
NGC5437,"3 vF in a line, 2'-3' dist, n one brightest, nf * 8.6",
NGC5438,"3 vF in a line, 2'-3' dist, n one brightest, nf * 8.6",
NGC5439,"vF, pL, cE, bet 2 st","very faint, pretty large, considerably extended, between 2 stars"
NGC544,"eeF, S, R, vgbM, 2nd of 4","most extremely faint, small, round, very gradually brighter middle, 2nd of 4"
NGC5440,"pF, cS, lE, bM, * 11 sp","pretty faint, considerably small, a little extended, brighter middle, 11th magnitude star to southwest"
NGC5441,"vF, S","very faint, small"
NGC5442,"vF, vS, iR","very faint, very small, irregularly round"
NGC5443,"pF, L, E","pretty faint, large, extended"
NGC5444,"pB, pL, ivlE, vsmbM",
NGC5445,"F, * 13 p","faint, 13th magnitude star to west"
NGC5446,"eF, eS","extremely faint, extremely small"
NGC5447,"pB, S, R, gmbM, conn with M 101",
NGC5448,"pB, cL, vmE 90° ±, smbMN",
NGC5449,"vF, pL, gvlbM, all conn with M 101",
NGC545,"Stellar, p of D neb","stellar, preceding (western) of double nebula"
NGC5450,"F, pS, iR, glbM, all conn with M 101",
NGC5451,"vF, pL, iR, vlbM, all conn with M 101",
NGC5452,"vF, pL, iR, vgvlbM","very faint, pretty large, irregularly round, very gradually a very little brighter middle"
NGC5453,"F, pL, lE, vlbM, conn w M 101",
NGC5454,"pF, S","pretty faint, small"
NGC5455,"pB, pS, R, psbM, conn w M 101",
NGC5456,"F, pS","faint, pretty small"
NGC5457,"pB, vL, iR, g, vsmbMBSN","pretty bright, very large, irregularly round, very suddenly much brighter middle with bright small nucleus"
NGC5458,"vF, pL, R, vlbM, conn w M 101",
NGC5459,"F, S, lE, pB * sp",
NGC546,"eeF, S, R, vgbM, 3rd of 4","most extremely faint, small, round, very gradually better middle, 3rd of 4"
NGC5460,"Cl, vL, vlC, st 8…","a cluster, very large, very little compressed, stars from 8th magnitude downwards."
NGC5461,"B, pS, R, psbM, conn with M 101",
NGC5462,"pB, pL, iR, gbM, conn with M 101",
NGC5463,"eF, S, lE","extremely faint, small, a little extended"
NGC5464,"pF, S, R, pslbM","pretty faint, small, round, pretty suddenly a little brighter middle"
NGC5465,"cF, vS, sp III 286",
NGC5466,"Cl, L, vRi, vmC, st 11…","a cluster, large, very rich, very much compressed, stars from 11th magnitude"
NGC5467,"eF, vS, sp III 286",
NGC5468,"F, L, R, vgbM, * 9 sf 4'","faint, large, round, very gradually brighter middle, 9th magnitude star 4 arcmin to southeast"
NGC5469,"vF, pS, R","very faint, pretty small, round"
NGC547,"Stellar, f of D neb","stellar, preceding (western) of double nebula"
NGC5470,"F, mE, vglbM","faint, much extended, very gradually a little brighter middle"
NGC5471,"F, S, R, * 12·13 p",
NGC5472,"pF, vS, bet 2 vF st","pretty faint, very small, between 2 very faint stars"
NGC5473,"pB, S, R, gbM","pretty bright, small, round, gradually brighter middle"
NGC5474,"pB, L, bM","pretty bright, large, brighter middle"
NGC5475,"pB, S, pmE, bM","pretty bright, small, pretty much extended, brighter middle"
NGC5476,"F, pS, iR","faint, pretty small, irregularly round"
NGC5477,"vF, pL","very faint, pretty large"
NGC5478,"vF, vS","very faint, very small"
NGC5479,"cF, vS, R, nearly bet 2 st","considerably faint, very small, round, nearly between 2 stars"
NGC548,"eF, eS","extremely faint, extremely small"
NGC5480,"F, pS, vgbM, np of 2","faint, pretty small, very gradually brighter middle, northwestern of 2"
NGC5481,"F, vS, smbM, stellar, sf of 2","faint, very small, suddenly much brighter middle, stellar, southeastern of 2"
NGC5482,"eF, S","extremely faint, small"
NGC5483,"pF, vL, R, vgbM","pretty faint, very large, round, very gradually brighter middle"
NGC5484,"vF, S, R, 4' from I 232 (d'A not found)",
NGC5485,"cB, R, vgbM, f of 2","considerably bright, round, very gradually brighter middle, eastern of 2"
NGC5486,"F, pL","faint, pretty large"
NGC5487,eF (Place uncertain),
NGC5488,"F, R, * 8 s nr",
NGC5489,"vF, S, R, bM","very faint, small, round, brighter middle"
