1403-551    1609  Off-center N, trace of inner (r): 1.5 x 1.0. Poss ring gal?   
1404-249    2385  OX hexag N, B lens, vF corona. Sev F comp near.               
1404-263    2331  Poss eF(R) in mE corona.                                      
1404-263    2385  OX bar, pB lens, eF corona. E1 5.2 npp.                       
1404-266    2385  OX bar, (r'): 0.45 x 0.3, smo arms, vF env.                   
1404-269    2385  OXN, trace of (r) in pB lens. F comp 0.6 sp and * sup 0.45 sf.
1404-370    1559  OXN w * or comp sup 5" np. Dusty corona. Brtst in cl, sev F   
1404-370    1559    comp.                                                       
1405-214    2398  OXN, pB (r): 0.4 x 0.3, long thin arms w many knots. 1st in   
1405-214    2398    grp. Sev comp near.                                         
1405-265    2385  B frhsrtnd bar and (r): 0.4 x 0.15, short scrappy arms. Sev F 
1405-265    2385    comp near.                                                  
1405-293     661  Flattened bulge. Sim to N4565. F comp 1.0 nf.                 
1405-318     661  OXN, pB bar, thin arms. vF (R): 1.7 x 1.6. Sev F gal near.    
1405-318    1559  eBN, pB bar in (r'): 0.9 x 0.5. Knotty arms. S Sb: 1.2 p.     
1405-332    1559  eBN, pF bar, pB (r): 0.6 x 0.2, vF arms. 10.0 ssp I4375.      
1405-477    2204  OXN. Slightly dist, knots in corona. Poss S0- pec.            
1405-509    2204  vSpFN, eF arms. Many * sup.                                   
1405-720    2067  vSBN, F bar, vF arms. Sev * sup.                              
1406-267    2385  OX (w dust lane??), fltnd bulge, F smo exts.                  
1406-397    1372  OXN w * sup 0.1 np. Thin arms. S0:sp 3.5 sff.                 
1408-246    2385  OX bar, pB (r): 0.5 x 0.35, sev knots, F arms. Thinner bckgnd.
1408-492    2204  vBSN, B (r): 0.4 x 0.25. B knotty chaotic arms.               
1409-210    2398  OXN, pB lens, vFmE corona. Sup on cl.                         
1409-285     661  P(b) at 1.0 w 1410-285 in grp. Plumes and bridge.             
1409-319     661  OXN (bar?), knots in corona, F plume to np.                   
1409-876    2963  OXN, prob bar, p smo arms, few knots.                         
1409-876    3648r F bar, poss (r): 0.8 x 0.2. Few knots. * sup 0.4 sp.          
1410-285     661  P(b) at 1.0 w 1409-285 in grp. Plumes and bridge. SB(rs:)b?   
1410-285     661    1.8 n.                                                      
1410-294     661  B bar, v patchy arms.                                         
1410-452    1534  vFN, vlsb, traces of dark lane.                               
1410-452    2286  Sim to I4472, but no knots and lower sb.                      
1411-280     661  Brtst in grp. S0?pec 1.7 npp. SBd? 3.5 np.                    
1411-293     661  OX bar, B (r): 0.4 x 0.3, thin knotty arms. SBa? 2.6 f.       
1412-474    2197  OXN and bar(?), not quite compl dist (R): 1.1 x 0.5.          
1412-474    2204  OXN w sev * sup. Slightly dist (R): 1.1 x 0.5. S Sd 4.6 sp.   
1412-474    2286  (r): 0.3 x 0.2. Sev * sup.                                    
1412-524    1570  OXN; sim to N4594 but dust lane weak.                         
1413-426    1372  Sim to N7331.                                                 
1413-426    2286  OXN, p smo inner arms; vFvmE outer arms.                      
1414-196    2395  vSN, (r'): 0.4 x -, * sup 0.15 s, F pat arms w sev F knots.   
1414-240    2331  OXN and bar, vB dist (r): 0.4 x 0.3, F dist arms. eFmE env.   
1414-240    2331    1st of 3. Sbc sp + SBm 2.2 and 4.2 spp.                     
1414-321     661  OXN, thin knotty arms, * sup 0.3 f. Sup on grp.               
1414-471    2286  FN and bar, vF knots on lsb arms. Sev * sup.                  
1414-478    2197  OXN, F asym arms.                                             
1414-478    2204  OXN, F dist arms. F Sb? 1.8 np. P? w N5516 23' sp.            
1415-271A    661  eF corona. Brtst in cl. S0sp 0.9 sf. F E4? 0.6 sp. SB(r)0/a   
1415-271A    661    2.2 sff. S0- pec (dusty corona) 3.4 sp.                     
1415-271B    661  eF corona, 4th brtst in cl. Many comp. E1p (kidney bean sim to
1415-271B    661    N4898) 1.0 np. B * 1.5 sp.                                  
1415-475    1534  vlsb. Fuzzy patch.                                            
1415-475    2197  lsb dwarf, F bar, vF arms w F knots.                          
1415-475    2204  vlsb, vF bar 1.5 x 0.5. eF arms w many knots or res *. Many * 
1415-475    2204    sup.                                                        
1415-475    2286  Bar 1.3 x 0.35; part res?                                     
1416-207    2395  OX bar, dist (r'): 0.5 x 0.3, dist (R'): 1.3 x 0.5; vFE dist  
1416-207    2395    corona. cE2 1.1 nf.                                         
1416-271     661  F twisted corona, 3rd brtst in cl. P(b) w SB(rs)bp (2nd brtst)
1416-271     661    1.5 sf.                                                     
1416-451    2273  pB dist bar, few F knots in dist lens, eFmE corona. * sup 1.0 
1416-451    2273    np. Stage uncertain.                                        
1417-272     661  OXN, dust lane, dbl * 0.6 f.                                  
1417-295     661  OXN, incomp F (R): 0.8 x 0.6 in lens.                         
1417-521    1570  pF elong N, vF arms. Stage uncertain. B * 2.3 nf.             
1417-521    2204  pB bar, eF arms. Few knots, many * sup. vB * 2.3 nf.          
1418-270     661  OXN. Single arm goes around twice, forms (r'): 0.4 x 0.35 and 
1418-270     661    vF (R'): 1.7 x 1.4. 3 pB * sup.                             
1418-270    2331  Poss P(c)?                                                    
1418-290     661  P w N5556 at 9.5 np. E4: 1.6 np.                              
1418-751    2067  Short B bar, eF arms w knots. F comp (or B knot) 0.7 nff.     
1419-266    2331  OX bar(?); plumes and dust. vFvmE dist corona.                
1419-341     669  Looks like Saturn; one main arm, one contin around gal. (r):  
1419-341     669    0.6 x 0.2, (R'): 1.6 x 0.5.                                 
1419-483    2197  OXN (r in lens?), E corona.                                   
1420-341     669  P(a) w 1419-341 at 8.9. * sup 0.45 n. lsb SB(s)m 10.5.        
1420-494    2197  lsb dwarf; string of knots on sp side defines "arm".          
1423-294     661  Flat bulge, dust lane, vF arms. Sbc? 1.3 sf.                  
1423-457    2286  F bar, lsb arms w sev F knots. Patchy galc dif neb 6' sf.     
1423-495    2197  pBN, F bar 0.9 x 0.25, vF lens w (R'): 1.4 x -. F Ssp 3.5 sp. 
1424-337     669  vBSN, F bar and (r): 0.3 x -. B * sup 0.2 sf.                 
1424-461    2286  lsb dwarf, many eF knots (or *?). Poss galc dif neb.          
1425-237    2331  Sim to N5907.                                                 
1426-227    2395  OX bar, F thin arms, much incl. OX comp 1.6 sp.               
1426-332     669  vB bulge w blobs at ends of bar, F lens. P w E0+ at 2.9 sp.   
1427-367     669  FN. Like N4321. Sev F * sup.                                  
1428-285    1463  Thin arms. Comp 0.5 nf.                                       
1429-282    2317  OXN, dust lane, F arms, sev B and F knots. Near plate edge.   
1431-278    1463  vF out arms.                                                  
1431-278    2331  OXN, hexag (r'): 0.6 x 0.25; thin knotty arms also hexagonal. 
1431-403     653  vBN, F(r): 0.4 x 0.2; eF arms.                                
1434-185    2348  pF knotty bar 0.6 x 0.2, vF knotty arms.                      
1436-325     620r (R): 1.35 x 0.8.                                              
1436-325     669  (R): 1.4 x 0.9. * 0.5 nf N, between N and (R).                
1436-325    1463  (r): 0.6 x 0.4, (R): 1.5 x 0.9. Sim to N3516.                 
1436-325    2989r OXN, prob bar and (r), F (R), vFE corona.                     
1437-229    2317  FN, short bar, F arms w few knots.                            
1437-256    2317  Fltnd bulge, dark lane; sim to N4565. Sev F comp near.        
1437-322     620r OXN, vF arms, poss Sa? 2 * sup 1.3 np.                        
1437-322     669  OXN w defect sup; ext to sf. 2 B * 1.0 np.                    
1437-349A   2989r OXN, B lens, vFE corona, pB * sup 0.4 sp. P(b?) w comp B 3.6  
1437-349A   2989r   sf.                                                         
1437-349B    669  Like M31, but slightly later type. vF smo arms. lsb comp at   
1437-349B    669    0.35 sp, SA0o at 3.6 np.                                    
1437-349B   2989r OXN, pat dist arms. Sev lsb comp near s. P(b?) w comp A 3.6   
1437-349B   2989r   np.                                                         
1437-398    3227  Short OX bar, (r'): 0.5 x 0.35, pat arms w many knots. vFE    
1437-398    3227    env.                                                        
1438-434    2286  OXN, dist bar and arms, vF plumes. 1st in grp; others near.   
1439-777    2067  FN, incomp (r): 0.55 x 0.35. Knotty dist arms, plsb.          
1439-777    2067    Sev * sup.                                                  
1439-777    2156  pFN, dist plsb arms. Sev * sup, pB * 1.0 sp.                  
1440-243A   2317  OXN, B dist lens, B * sup 0.8 npp. P(b) w comp B at 0.7.      
1440-243B   2317  SBN, chaotic dust lane, F dist arms. P(b) w comp B at 0.7. B *
1440-243B   2317    makes measure of dim uncertain.                             
1440-445    2286  Sev pB knots (some dist) in pF env. Sev * sup.                
1441-492    2197  pB * sup on N, F arms. F SB(s)m 13.5 np.                      
1442-205    2348  pB bar 0.9 x 0.25 w sev B knots, F pat arms.                  
1442-206A   2348  pF knotty bar 0.6 x 0.25, F knotty arms. P(b?) w 1443-206 1.8 
1442-206A   2348    sf. Overall dim: (5.5: x 3.7:).                             
1442-206B   2348  F bar, F dist arms w sev knots. P(b?) w 1442-206 1.8 np.      
1443-178    2348  BN, v knotty arms, vF env.                                    
1443-275     546  OXN, dark lane, vF arms. Sim to N5746. F comp 1.6 spp, ssp.   
1443-275    1463  Sim to N5907.                                                 
1444-172    2348  v sim to N4631. Pec comp 1.7 f and 3.9 nf.                    
1444-179    2348  Short OX bar, B thin knotty arms.                             
1444-196    2348  Sim to N5746.                                                 
1444-221    2317  OXN, pB bar and (r): 0.8 x 0.5, vF (R): 1.7 x 1.2. I4501      
1444-221    2317    (SB(s)m III) 7.6 s.                                         
1444-221    2348  Dist (R'); middle in line of 3.                               
1445-189    2348  OXN, pB arms, S-shped. N5757 3.6 np.                          
1447-179    2348  OXN w dark lane, fltnd bulge, p smo arms.                     
1448-202    2348  OX bar, v knotty arms, vF dist env. Sev F comp in line np.    
1448-264    2317  OXN and bar, pB (r): 0.5 x 0.5, vF corona. hsb Pec (P(b?)) 0.8
1448-264    2317    sp.                                                         
1448-378     653  Trace of struct, vF corona. E6 0.45 nf.                       
1448-378    2989r Dist corona. 1st in scattered cl.                             
1451-172    2348  OX bar, prob (r'): 0.45 x 0.3, pat arms w vF knots. eFE env.  
1451-172    4309r On edge of calib cutout.                                      
1452-194    2348  SOXN, vF pat arms, * sup 0.3 np.                              
1452-195    2348  Short OX bar, thin v knotty arms. P(b?) w 1452-194 3.4 nf.    
1452-195    4309r Dark lane across bar or knots sup on bar.                     
1452-253    2317  FN, short bar, vF knots on F arms.                            
1452-375    2989r OXN, prob (r): 0.45 x 0.4; dist arms. 2nd in cl. Common corona
1452-375    2989r   w 1453-374 4.3 nf.                                          
1452-381     620r FN, F arms, sev * sup.                                        
1452-381     653  FN, frshrtnd bar; smo open arms.                              
1452-381    2989r Much incl.                                                    
1452-390     653  BN, F bar, incomp (r), vF out arms. pB * 1.2 n.               
1452-390     653  v com E1 (in bckgnd?) 0.7 nf.                                 
1452-390    3227  OXN and short bar, (r): 0.4 x 0.3, F arms. Com comp sup 0.7   
1452-390    3227    nf.                                                         
