Name,Type,Class,RA 2000,Decl 2000,Size,PA,V Mag,B Mag,Surf Br,Con,NGC,WH
NGC 5846,GX,E0,15 06 29.3,+01 36 25,4.1x3.8,,10.0,11.1,13.0,Vir,"vB,pL,R,psbMN,F* inv S,n of 2",I 128
NGC 5866,GX,E6p,15 06 29.3,+55 45 49,4.7x1.9,128.0,9.9,10.7,12.2,Dra,"vB,cL,pME146,gbM",I 215
NGC 5851,GX,S:,15 06 53.4,+12 51 32,1.0x0.3,43.0,14.0,15.0,12.6,Boo,"eF,vS,np of 2",III 886
NGC 5852,GX,S:,15 06 56.4,+12 50 48,1.1x0.6,130.0,13.5,14.5,12.9,Boo,"eF,vS,sf of 2",III 887
NGC 5850,GX,SBab,15 07 07.8,+01 32 47,4.3x3.7,140.0,10.8,11.5,13.6,Vir,"cF,S,lE,psbM",II 543
NGC 5856,*,,15 07 20.2,+18 26 32,,,,,,Boo,neb *6?,IV 71
NGC 5857,GX,SBb,15 07 27.5,+19 35 58,1.2x0.6,137.0,13.1,13.9,12.6,Boo,"cF,cS,E,p of Dneb",II 751
NGC 5859,GX,SBbc,15 07 34.8,+19 34 58,2.9x0.9,136.0,12.4,13.3,13.3,Boo,"pF,pS,E,f of Dneb",II 752
NGC 5854,GX,SB0+,15 07 47.6,+02 34 06,2.8x0.8,55.0,11.9,12.7,12.6,Vir,"pB,S,vlE,lbM,am st",II 544
NGC 5875,GX,Sb,15 09 13.1,+52 31 43,2.5x1.2,145.0,12.4,13.2,13.5,Boo,"pB,pL,lE",II 755
NGC 5861,GX,Sc,15 09 16.0,-11 19 20,3.0x1.7,150.0,11.6,12.3,13.2,Lib,"F,L,E,r",II 192
NGC 5864,GX,E7p,15 09 33.6,+03 03 11,2.8x0.9,68.0,11.8,12.8,12.6,Vir,"pF,cS,ilE,gbM,*14f",II 585
NGC 5879,GX,Sbc,15 09 47.0,+57 00 05,4.2x1.3,0.0,11.6,12.2,13.3,Dra,"cB,S,E,mbMRN,r",II 757
NGC 5865,Dup,,15 09 49.1,+00 31 47,,,,,,Vir,"eF,5869s3'",II 684
NGC 5869,GX,S0,15 09 49.4,+00 28 12,2.3x1.7,125.0,11.9,12.9,13.2,Vir,"pF,S,E,psbM",II 545
NGC 5909,GX,S?,15 11 28.1,+75 23 02,1.1x0.5,52.0,13.7,14.7,12.9,UMi,"vF,vS",III 943
NGC 5894,GX,SBm,15 11 41.0,+59 48 32,3.0x0.4,13.0,12.9,13.4,13.0,Dra,"pF,pS,E0°",II 763
NGC 5912,GX,E?,15 11 41.3,+75 23 05,0.9x0.8,,13.7,14.7,,UMi,"vF,vS",III 944
NGC 5888,GX,SBbc,15 13 07.3,+41 15 53,1.3x0.8,158.0,13.4,14.2,13.3,Boo,"cF,vS,R,bM,r",III 659
NGC 5893,GX,SBb,15 13 34.2,+41 57 32,1.3x1.1,45.0,13.2,14.0,13.4,Boo,"F,S,R,r,3* nr",II 678
NGC 5878,GX,Sb,15 13 45.7,-14 16 10,3.5x1.4,0.0,11.5,12.4,13.1,Lib,"pB,pL,pmE0,psmbM",III 736
NGC 5902,GX,,15 14 22.2,+50 19 49,1.1x1.0,,13.0,14.0,13.0,Boo,"vF,vS,stellar",III 737
NGC 5899,GX,Sc,15 15 03.2,+42 02 58,3.2x1.2,18.0,11.7,12.5,13.0,Boo,"cB,pL,pmE,smbMN",II 650
NGC 5885,GX,Sc,15 15 04.1,-10 05 08,3.5x3.1,65.0,11.8,12.3,14.2,Lib,"F,cL,R,vgbM",III 116
NGC 5900,GX,Sb,15 15 05.0,+42 12 34,1.7x0.5,131.0,14.0,14.8,13.7,Boo,"vF,S,vlE,gbM",III 660
NGC 5905,GX,SBb,15 15 23.3,+55 31 02,4.0x2.6,135.0,11.7,12.5,14.1,Dra,"pF,pS,iR",II 758
NGC 5907,GX,Sc,15 15 53.3,+56 19 44,12.6x1.4,155.0,10.3,11.1,13.3,Dra,"cB,vL,vmE155,vgBMN",II 759
NGC 5908,GX,Sb,15 16 43.4,+55 24 34,3.2x1.2,154.0,11.8,12.8,13.2,Dra,"pF,pS,R",II 760
NGC 5897,GC,11.0,15 17 24.3,-21 00 36,12.6,,8.6,,,Lib,"pF,L,viR,vgbM,rrr",VI 19=VI 8
NGC 5898,GX,E0,15 18 13.6,-24 05 53,2.2x2.0,,11.4,12.5,13.0,Lib,"F,S,R,gbM",III 138
NGC 5903,GX,E2,15 18 36.5,-24 04 07,2.7x2.1,165.0,11.2,12.2,13.1,Lib,"cF,S,R,gpmbM",III 139
NGC 5910,GX,E?,15 19 24.7,+20 53 46,0.7x0.7,,13.6,14.6,12.9,Ser,"vF,S,er",II 400
NGC 5913,GX,SBa,15 20 55.4,-02 34 40,1.6x0.7,168.0,13.2,14.1,13.3,Ser,"vF,pL,vlE,r",III 374
NGC 5922,**,,15 21 09.0,+41 40 20,,,,,,Boo,"eF,S",III 661
NGC 5921,GX,SBbc,15 21 56.5,+05 04 14,4.9x4.0,130.0,10.8,11.5,13.9,Ser,"cB,cL,iR,vsbM*12,am *",I 148
NGC 5928,GX,S0,15 26 02.9,+18 04 25,2.2x1.6,105.0,12.2,13.2,13.5,Ser,"pB,cS,R,psbM,*7n",II 874
NGC 5930,GX,Sbp,15 26 07.9,+41 40 34,1.8x0.7,163.0,12.2,13.0,12.3,Boo,"pF,pS,R,nf of Dneb",II 651
NGC 5949,GX,Sbc,15 28 00.8,+64 45 46,2.2x1.0,147.0,12.0,12.9,12.8,Dra,"F,S,lE45,vglbM",II 906
NGC 5936,GX,SBb,15 30 00.8,+12 59 21,1.4x1.3,,12.5,13.1,13.0,Ser,"F,pL,iR,vgbM,r",II 130
NGC 5937,GX,Sbp,15 30 46.2,-02 49 45,1.9x1.1,30.0,12.3,13.1,12.9,Ser,"pB,pS,R,vgbM,3st f",II 401
NGC 5963,GX,Sp,15 33 27.9,+56 33 33,3.3x2.6,55.0,12.5,13.1,14.7,Dra,"pF,pS,iF",II 761
NGC 5951,GX,SBc,15 33 43.1,+15 00 26,3.5x0.8,5.0,12.7,13.6,13.7,Ser,"F,pS,E150",II 654
NGC 5965,GX,Sb,15 34 02.1,+56 41 08,5.2x0.7,53.0,11.7,12.6,13.0,Dra,"cF,cL,lE",II 762
NGC 5953,GX,Sap,15 34 32.4,+15 11 37,1.7x1.3,169.0,12.1,12.9,12.8,Ser,"pB,cS,p of Dneb",II 178
NGC 5954,GX,Scdp,15 34 35.1,+15 12 00,1.3x0.6,5.0,12.2,13.7z,11.8,Ser,"pB,cS,f of Dneb",II 179
NGC 5958,GX,S:,15 34 49.2,+28 39 18,1.0x1.0,,12.6,13.6,12.5,CrB,"pF,pL,iR,bM,r",II 399
NGC 5966,GX,E,15 35 52.1,+39 46 08,1.8x1.1,90.0,12.2,13.1,12.9,Boo,"vF,S,R,gbM,2st 8'f",III 634
NGC 5962,GX,Sc,15 36 31.7,+16 36 28,3.0x2.1,110.0,11.3,12.0,13.2,Ser,"pF,pL,ilE,gbM",II 96
NGC 5970,GX,SBc,15 38 30.1,+12 11 12,2.9x1.9,88.0,11.5,12.2,13.3,Ser,"pF,pL,R,rr",II 76
NGC 5982,GX,E3,15 38 39.8,+59 21 21,2.6x1.9,110.0,11.1,12.0,12.9,Dra,"cB,S,R,psbM,r",II 764
NGC 5985,GX,Sb,15 39 37.0,+59 19 55,5.5x3.0,13.0,11.1,11.9,14.0,Dra,"pB,cL,IE,r",II 766
NGC 5987,GX,Sb,15 39 57.2,+58 04 47,4.2x1.3,60.0,11.7,12.7,13.4,Dra,"pF,cS",II 765
NGC 5980,GX,S,15 41 30.5,+15 47 15,1.9x0.7,13.0,12.6,13.6,12.7,Ser,"F,pS,E0",II 655
NGC 5989,GX,Sc,15 41 32.7,+59 45 17,0.9x0.9,,13.1,13.8,12.7,Dra,"vF,vS",II 738
NGC 5984,GX,SBd,15 42 53.2,+14 13 54,2.9x0.8,144.0,12.5,13.1,13.2,Ser,"pB,S,E135,bM",II 656
NGC 5992,GX,S,15 44 21.6,+41 05 09,0.9x0.7,130.0,13.7,14.3,13.0,Boo,"vF,vS,R,bM,sp of 2",III 635
NGC 5993,GX,SBb,15 44 27.7,+41 07 14,1.2x0.9,140.0,13.1,13.9,13.0,Boo,"cF,vS,R,bM,nf of 2",III 636
NGC 5990,GX,Sap,15 46 16.4,+02 24 56,1.5x0.9,115.0,12.4,13.3,12.6,Ser,"vF,vS,R,gbM",II 425
NGC 6011,GX,Sb,15 46 32.9,+72 10 09,2.0x0.7,110.0,13.5,14.3,13.8,UMi,"vF,S,E90,vS*f",III 313
NGC 5996,GX,SB,15 46 58.8,+17 53 05,1.7x0.9,20.0,12.8,13.2,13.1,Ser,"pF,cS,R,r,bet 2D*",II 97
NGC 6001,GX,Sc,15 47 45.9,+28 38 31,1.0x1.0,162.0,13.6,14.4z,13.4,CrB,"vF,S,R",III 371
NGC 5998,AST,,15 49.5,-28 36,6.0,,,,,Sco,"Cl,pL,pRi,st vS",VII 29
NGC 6015,GX,Sc,15 51 25.2,+62 18 35,5.4x2.1,28.0,11.1,11.7,13.6,Dra,"vF,pL,R,vgbM (d'A:B,mE)",III 739
NGC 6012,GX,SBab,15 54 13.9,+14 36 04,2.1x1.5,168.0,12.0,12.7,13.1,Ser,"F,bet 2B st",II 657
NGC 6010,GX,S0/a,15 54 19.2,+00 32 34,1.9x0.5,105.0,12.6,13.6,12.3,Ser,"pF,S,E90,gbM,r",II 583
NGC 6068,GX,SBbc,15 55 26.5,+78 59 48,1.1x0.7,155.0,12.8,13.6,12.4,UMi,"vF,vS,lE0,r",III 973
NGC 6018,GX,S0+,15 57 29.8,+15 52 23,1.4x0.7,75.0,13.4,14.3,13.3,Ser,"vF,S,lE,p of 2",III 646
NGC 6048,GX,E2,15 57 30.2,+70 41 21,2.2x1.7,140.0,12.3,13.3,13.7,UMi,"F,R,bM",II 873
NGC 6021,GX,E5,15 57 30.7,+15 57 22,1.4x0.8,160.0,13.1,14.2,13.1,Ser,"eF,vS,lE,f of 2",III 739
NGC 6046,Dup,,16 01 28.9,+19 21 34,1.3x1.2,30.0,13.5,14.4,13.8,Her,"eF,pL,partly verified",III 33
NGC 6071,GX,E,16 02 06.9,+70 25 01,0.9x0.9,,14.0,14.9z,13.7,UMi,"eF,vS",III 883
NGC 6038,GX,Sc,16 02 40.5,+37 21 34,1.1x1.1,,13.5,14.2,13.6,CrB,"vF,S,R,*10 sf",III 622
NGC 6058,PN,3(2),16 04 26.4,+40 40 59,"24""x21""",,12.9,,,Her,"pF,vS,R,stellar",III 637
NGC 6079,GX,E,16 04 29.0,+69 40 05,1.4x1.0,150.0,12.7,13.7,13.1,UMi,"vF,vS",III 884
NGC 6064,Dup,,16 05 12.9,+20 32 31,,,,,,Her,"vF,vS,pB* sf",III 140
NGC 6094,GX,S0,16 06 33.8,+72 29 40,1.8x1.4,120.0,13.2,14.2,14.1,UMi,"vF,vS,lE",III 314
NGC 6070,GX,Sc,16 09 58.6,+00 42 32,3.5x1.9,62.0,11.8,12.5,13.7,Ser,"F,L,pmE,vgbM,r",III 553
NGC 6073,GX,Sc,16 10 10.8,+16 41 58,1.3x0.7,130.0,13.5,14.3,13.2,Her,"vF,S,resolvable",III 74
NGC 6088,GX,Dbl,16 10 42.6,+57 27 59,0.7x0.3,138.0,,14.7z,,Dra,"vF,vS,lE",III 812
NGC 6089,Dbl,,16 12 40.5,+33 02 10,0.7x0.7,,14.0,15.0z,13.1,CrB,"vF,S,R,bM",III 889
NGC 6103,GX,S,16 15 44.6,+31 57 50,0.7x0.5,80.0,13.8,14.8,12.5,CrB,"vF,S,R,vglbM",III 888
NGC 6104,GX,S,16 16 30.8,+35 42 28,0.8x0.7,,13.2,14.2,12.5,CrB,"vF,S,iR",III 688
NGC 6106,GX,Sc,16 18 47.3,+07 24 40,2.5x1.4,140.0,12.2,12.8,13.4,Her,"F,pL,lE,vgbM,r",II 151
NGC 6125,Dup,,16 19 11.5,+57 59 03,,,,,,Dra,"pF,pS,lE",II 810
NGC 6120,GX,P,16 19 48.0,+37 46 27,0.6x0.4,,13.8,14.6,12.2,CrB,"vF,vS,R,D* nf",III 623
NGC 6140,GX,SBcp,16 20 57.3,+65 23 23,6.3x4.6,95.0,11.3,11.8,14.8,Dra,"cF,pL,iR",III 740
NGC 6143,GX,Sbc,16 21 42.4,+55 05 09,1.0x0.9,,13.2,14.0,12.8,Dra,"pB,iR,vgvlbM",II 811
NGC 6129,GX,,16 21 43.2,+37 59 45,0.7x0.7,,13.7,14.7z,12.8,CrB,"eF,vS,R,lbM",III 891
NGC 6118,GX,Sc,16 21 48.6,-02 17 03,4.7x2.0,58.0,11.7,12.4,13.9,Ser,"vF,cL,cE45,r",II 402
NGC 6137,GX,E4,16 23 03.2,+37 55 19,1.9x1.2,175.0,12.4,13.4,13.3,CrB,"F,S,iR,bM",III 624
NGC 6142,GX,Sb,16 23 21.1,+37 15 29,1.9x0.5,165.0,13.8,14.6,13.6,CrB,"eF,S,bM",III 892
NGC 6146,GX,E,16 25 10.4,+40 53 33,1.3x1.0,75.0,12.5,13.7,12.7,Her,"cF,vS,R,bM",III 638
NGC 6154,GX,SBa,16 25 30.6,+49 50 24,2.1x2.0,,12.7,13.6,14.1,Her,"vF,S,R,lbM,er",III 680
NGC 6150,GX,E:,16 25 50.0,+40 29 19,1.0x0.4,61.0,14.0,15.0,,Her,"vF,vS,R",III 639
NGC 6155,GX,S,16 26 08.5,+48 21 59,1.3x0.9,145.0,12.2,13.2,12.3,Her,"F,pS,iF,gbM",II 690
NGC 6144,GC,11.0,16 27 14.1,-26 01 29,9.3,,9.1,,,Sco,"Cl,cL,mC,gbM,rrr",VI 10
NGC 6158,GX,E,16 27 40.9,+39 22 59,0.9x0.6,81.0,13.7,14.7,13.1,Her,"F,S,iF",II 647
NGC 6160,GX,E2,16 27 41.2,+40 55 36,1.8x1.5,65.0,13.2,14.8z,14.3,Her,"cF,pL,R,gbM,r",II 652
NGC 6166,GX,cD,16 28 38.4,+39 33 05,1.9x1.4,35.0,11.8,12.8,12.9,Her,"pF,S,vlE,vgmbM",II 875
NGC 6182,GX,Sa,16 29 34.2,+55 31 03,1.7x0.6,146.0,13.5,14.4,13.4,Dra,"vF,vS,iR",III 813
NGC 6173,GX,E3,16 29 45.0,+40 48 40,1.9x1.4,140.0,12.1,13.1,13.2,Her,"cF,vS,R,bM",III 640
NGC 6175,GX,Dbl,16 29 57.6,+40 37 50,1.4x0.8,100.0,13.7,15.0z,13.7,Her,"vF,vS,R",III 641
NGC 6177,GX,SBb,16 30 39.0,+35 03 22,1.7x1.2,10.0,13.6,14.4,14.2,Her,"vF,pL,IE,rr,* nr",III 890
NGC 6181,GX,Sc,16 32 21.2,+19 49 32,2.5x1.1,175.0,11.9,12.5,12.8,Her,"pB,pL,vlE,pgmbM",II 753
NGC 6251,GX,E,16 32 31.8,+82 32 16,1.8x1.5,,12.6,13.6,13.7,UMi,"cF,S,bM,p of 2",III 974
NGC 6171,GC,10.0,16 32 31.9,-13 03 13,13.0,,8.1,,,Oph,"L,vRi,vmC,R,rrr",VI 40
NGC 6217,GX,SBbc,16 32 39.3,+78 11 54,3.0x2.5,,11.2,11.8,13.2,UMi,"B,cL,lE,slBM",I 280
NGC 6252,GX,S,16 32 40.2,+82 34 36,0.7x0.4,60.0,14.2,15.1z,12.7,UMi,"vF,vS,f of 2",III 975
NGC 6186,GX,SBa,16 34 25.5,+21 32 26,1.5x1.2,,12.9,13.8,13.4,Her,"eF,vS,E",III 730
NGC 6195,GX,Sb,16 36 32.6,+39 01 41,1.5x1.1,45.0,13.0,13.8,13.4,Her,"vF,S,R,gbM,bet 2*",III 893
NGC 6207,GX,Sc,16 43 03.9,+36 49 57,3.0x1.3,15.0,11.6,12.2,12.9,Her,"pB,pL,E45,vgmbM",II 701
NGC 6229,GC,0.2916666666666667,16 46 58.8,+47 31 40,4.2,,9.4,,,Her,"vB,L,R,disc,r",IV 50
NGC 6239,GX,SBbp,16 50 05.6,+42 44 22,2.6x1.1,118.0,12.4,12.9,13.5,Her,"vF,E,bi-N,np sf",III 727
NGC 6241,GX,S,16 50 11.0,+45 25 15,0.8x0.8,,13.8,14.8,13.2,Her,"eF,pS",III 735
NGC 6235,GC,10.0,16 53 25.3,-22 10 39,5.0,,10.2,,,Oph,"pB,cL,iR,rrr,*14..16",II 584
NGC 6255,GX,SBc,16 54 47.1,+36 30 07,3.6x1.5,85.0,12.7,13.4,14.4,Her,"eF,cL,E90",III 689
NGC 6267,GX,SBc,16 58 08.8,+22 59 05,1.3x1.0,35.0,13.1,13.9,13.2,Her,"vF,pL,R,lbM",III 123
NGC 6283,GX,S,16 59 26.4,+49 55 18,1.1x1.1,,12.9,13.7z,13.0,Her,"vF,cS,iR",III 728
NGC 6278,GX,S0,17 00 50.3,+23 00 40,2.0x1.2,130.0,12.4,13.4,13.3,Her,"vF,stellar",III 124
NGC 6331,GX,E,17 03 35.0,+78 37 47,0.5x0.4,126.0,14.4,15.4z,12.7,UMi,"eF,S",III 951
NGC 6284,GC,9.0,17 04 28.8,-24 45 53,5.6,,9.0,,,Oph,"B,L,R,CM,st16...",VI 11
NGC 6287,GC,7.0,17 05 09.3,-22 42 29,5.1,,9.3,,,Oph,"cB,L,R,gpmCM,rrr",II 195
NGC 6324,GX,S,17 05 25.1,+75 24 26,0.9x0.5,78.0,12.8,13.8,11.9,UMi,"vF,S,E,S*s",III 945
NGC 6301,GX,Sc,17 08 32.9,+42 20 19,2.3x1.4,115.0,13.4,14.1,14.5,Her,"F,stellar",IV 57
NGC 6293,GC,4.0,17 10 10.4,-26 34 54,7.9,,8.2,,,Oph,"vB,L,R,psbM,st16",VI 12
NGC 6340,GX,S0/a,17 10 25.1,+72 18 17,3.2x3.0,120.0,11.0,11.9,13.3,Dra,"cF,pL,R,vgmbM",II 767
NGC 6304,GC,6.0,17 14 32.5,-29 27 44,6.8,,8.4,,,Oph,"B,cL,R,lbM,rrr",I 147
NGC 6338,GX,S0,17 15 23.0,+57 24 40,1.5x1.0,15.0,12.3,13.4,12.7,Dra,"F,S,R,vglbM",II 812
NGC 6316,GC,3.0,17 16 37.4,-28 08 24,4.9,,9.0,,,Oph,"cB,pS,R,gvmBM",I 45
NGC 6342,GC,4.0,17 21 10.1,-19 35 15,3.0,,9.9,,,Oph,"cB,pS,lE,eR",I 149
NGC 6356,GC,2.0,17 23 34.9,-17 48 47,7.2,,8.3,,,Oph,"vB,cL,vgvmBM,rrr",I 48
NGC 6355,GC,,17 23 58.6,-26 21 12,5.0,,9.6,,,Oph,"cF,L,R,gbM,rrr",I 46
NGC 6372,GX,Sbp,17 27 32.0,+26 28 29,1.7x1.1,90.0,12.9,13.7,13.5,Her,"vF,pS,iF,sf of 2",III 137
NGC 6369,PN,4(2),17 29 20.4,-23 45 35,"30""",,11.5,,,Oph,"Annular,pB,S,R",IV 11
NGC 6412,GX,Sc,17 29 37.0,+75 42 15,2.5x2.2,,11.8,12.3,13.4,Dra,"cL,R,vgbM,rr",VI 41
NGC 6389,GX,Sbc,17 32 39.8,+16 24 06,2.8x1.9,130.0,12.1,12.8,13.7,Her,"F,S,iF,eR",II 901
NGC 6434,GX,Sbc,17 36 49.0,+72 05 20,2.3x1.0,100.0,12.4,13.2,13.2,Dra,"vF,vS,R,stellar,*8s",III 741
NGC 6401,GC,8.0,17 38 36.9,-23 54 32,5.6,,9.5,,,Oph,"pB,pL,R,*12F inv",I 44
NGC 6426,GC,0.375,17 44 54.7,+03 10 13,3.2,,11.2,,,Oph,"vF,cL,E,vlbM",II 587
NGC 6440,GC,5.0,17 48 52.6,-20 21 35,5.4,,9.1,,,Sgr,"pB,pL,R,bM",I 150
NGC 6445,PN,3b(3),17 49 15.3,-20 00 34,"38""x29""",,10.9,,9.9,Sgr,"pB,pS,R,gbM,R,*15 np",II 586
NGC 6451,OC,II 1 p,17 50 42,-30 12.5,8.0,,,8.2p,,Sco,"Cl,pL,pRi,bifid,st12",VI 13
NGC 6500,GX,Sab,17 55 59.8,+18 20 18,2.2x1.6,50.0,12.2,13.1,13.4,Her,"vF,vS,sp of 2",III 957
NGC 6501,GX,S0+,17 56 03.7,+18 22 23,2.0x1.8,,12.0,13.0,13.3,Her,"vF,vS,nf of 2",III 958
NGC 6543,PN,3a(2),17 58 33.2,+66 37 59,"22""x19""",,8.1,,,Dra,"vB,pS,sbMvSN",IV 37
NGC 6507,OC,IV 2 p,17 59 50,-17 27.0,7.0,,,9.6p,,Sgr,"Cl,pS,lRi,lC",VIII 53
NGC 6517,GC,4.0,18 01 50.5,-08 57 32,4.3,,10.3,,,Oph,"pB,pL,R,rr",II 199
NGC 6514,E+R,,18 02 42,-22 58.3,29x27,,6.3,,,Sgr,"vB,vL,Trifid,D* inv","IV 41, V 10, 11, 12"
NGC 6520,OC,I 2 m,18 03 24,-27 53.2,6.0,,,7.6p,,Sgr,"Cl,pS,RI,lC,st9...13",VII 7
NGC 6522,GC,6.0,18 03 34.0,-30 02 02,5.6,,8.5,,,Sgr,"B,pL,R,gvmBM,rrr",I 49
NGC 6526,EN,,18 04 06,-24 26.5,,,,,,Sgr,"F,L,cE",V 9
NGC 6528,GC,5.0,18 04 49.5,-30 03 21,3.7,,9.5,,,Sgr,"pF,cS,R,gbM,rrr",II 200
NGC 6548,GX,SB0,18 05 59.1,+18 35 14,3.0x2.8,,11.7,12.7,13.9,Her,"cF,S,lE,r",III 555
NGC 6540,GC,III 1 p,18 06 08.5,-27 45 55,1.0,,10.4,,,Sgr,"pF,S,IE,er or Cl",II 198
NGC 6544,GC,,18 07 20.6,-24 59 50,7.0,,8.2,,,Sgr,"cF,pL,iR,r",II 197
NGC 6555,GX,Sc,18 07 49.3,+17 36 17,2.0x1.5,110.0,12.4,13.0,13.5,Her,"F,L,R,vglbM",II 902
NGC 6553,GC,11.0,18 09 15.6,-25 54 28,6.0,,8.3,,,Sgr,"F,L,lE,vglbM,rr",IV 12
NGC 6561,AST,,18 10 30,-16 43.5,,,,,,Sgr,"Cl,L,lC,st Cl",VIII 54
NGC 6568,OC,III 1 m,18 12 44,-21 37.7,13.0,,,8.6p,,Sgr,"Cl,vL,lC",VII 30
NGC 6569,GC,8.0,18 13 38.8,-31 49 35,5.8,,8.7,,,Sgr,"cB,L,R,rrr,*15..",II 201
NGC 6583,OC,II 1 m,18 15 49,-22 08.3,3.0,,,10.0p,,Sgr,"Cl,pRi,pC,cE,st13...",VII 31
NGC 6596,OC,III 2 m,18 17 33,-16 39.0,5.0,,,,,Sgr,"Cl,lC",VIII 55
NGC 6604,C+N,I 3 p,18 18 03,-12 14 35,2.0,,6.5,,,Ser,"Cl,lRi,lC",VIII 15
NGC 6624,GC,6.0,18 23 40.6,-30 21 39,5.9,,8.1,,,Sgr,"vB,pL,R,rrr,st16..",I 50
NGC 6629,PN,2a,18 25 42.3,-23 12 10,"16""x14""",,11.2,,,Sgr,"pB,eeS,R",II 204
NGC 6633,OC,III 2 m,18 27 15,+06 30.5,27.0,,4.6,,,Oph,"Cl,lC,st L",VIII 72
NGC 6646,GX,Sa,18 29 38.8,+39 51 54,1.2x1.0,50.0,12.6,13.5,12.7,Lyr,"F,S,iF",II 907
NGC 6638,GC,6.0,18 30 56.2,-25 29 47,5.0,,9.2,,,Sgr,"B,S,R,rr",I 51
NGC 6642,GC,,18 31 54.2,-23 28 34,4.5,,9.4,,,Sgr,"pB,pL,iR,gpmbM",II 205
NGC 6645,OC,III 1 m,18 32 37,-16 53.0,10.0,,,8.5p,,Sgr,"Cl,pL,vRi,pC,st11..15",VI 23
NGC 6647,MW,IV 1 p,18 32 49,-17 13.7,,,,8p,,Sgr,"Cl,L,Ri,lC,st vS",VIII 14
NGC 6698,MW,,18 48.2,-25 55,,,,,,Sgr,"susp Cl,cL,st vF",VI 15
NGC 6712,GC,0.375,18 53 04.3,-08 42 21,7.2,,8.2,,,Sct,"pB,vL,irr,rrr",I 47
NGC 6717,GC,8.0,18 55 06.0,-22 42 06,3.9,,9.2,,,Sgr,"F,S,rr,Cl+neb",III 143
NGC 6708,GX,Sb,18 55 35.6,-53 43 25,1.1x0.9,167.0,12.7,13.3,12.5,Tel,"pF,S,R,gpmbM,last of group",h o n
NGC 6728,AST,,18 58 45,-08 58.0,7.0,,,,,Sct,"Cl,vL,P",VIII 13
NGC 6742,PN,2c,18 59 19.7,+48 27 57,"31""x30""",,13.4,,,Dra,"vF,stellar",III 742
NGC 6755,OC,IV 2 m,19 07 49,+04 16.0,15.0,,7.5,,,Aql,"Cl,vL,vRi,pC,,*12.14",VII 19
NGC 6756,OC,I 2 m,19 08 42,+04 42.3,4.0,,,10.6p,,Aql,"Cl,S,RI,lC,*11...12",VII 62
NGC 6772,PN,3b(2),19 14 36.2,-02 42 24,"70""x56""",,12.6,,,Aql,"vF,L,R,vvlBM,r",IV 14
NGC 6781,PN,3b(3),19 18 28.2,+06 32 23,"111""x109""",,11.6,,,Aql,"F,L,R,vsbM disc",III 743
NGC 6793,OC,,19 23 14,+22 08.5,6.0,,,,,Vul,"Cl,P,lC",VIII 81
NGC 6800,OC,III 2 p,19 27 07,+25 08.4,5.0,,,,,Vul,"Cl,vL,pRi,vlC,st10..",VIII 21
NGC 6802,OC,III 1 p,19 30 35,+20 15.7,3.0,,8.8,,,Vul,"Cl,L,vC,E0,st14...18",VI 14
NGC 6804,PN,4(2),19 31 35.3,+09 13 31,"62""x49""",,12.2,,,Aql,"cB,S,iR,rrr",VI 38
NGC 6814,GX,Sbc,19 42 40.6,-10 19 23,3.0x2.8,,11.2,12.1,13.4,Aql,"pF,pL,R,bM,r",III 744
NGC 6823,OC,I 3 p,19 43 09,+23 18.0,12.0,,7.1,,,Vul,"Cl,cRi,,E,st11...12",VII 18
NGC 6824,GX,Sb,19 43 40.9,+56 06 33,1.7x1.2,60.0,12.2,13.0,12.8,Cyg,"pB,iF,bM",II 878
NGC 6818,PN,4.0,19 43 57.7,-14 09 11,"22""x15""",,9.4,,,Sgr,"B,vS,R",IV 51
NGC 6826,PN,3a(2),19 44 48.0,+50 31 31,"30""",,8.9,,,Cyg,"Planetary,B,pL,R,*11m",IV 73
NGC 6828,AST,,19 50 17.5,+07 54 09,,,,,,Aql,"Cl,P,lC",VIII 73
NGC 6830,OC,II 2 p,19 50 59,+23 06.0,12.0,,7.9,,,Vul,"Cl,L,pRi,pC,*11...12",VII 9
NGC 6834,OC,II 2 m,19 52 12,+29 24.5,5.0,,7.8,,,Cyg,"Cl,P,lC,*11...12",VIII 16
NGC 6837,AST,IV 1 p,19 53 08,+11 41.9,3.0,,,,,Aql,"Cl,S,P",VIII 18
NGC 6839,AST,,19 54.1,+17 57,,,,,,Sge,"Cl,vS,vC",VI 16?
NGC 6840,AST,,19 55 14,+12 07.1,,,,,,Aql,"Cl,P,lC",VIII 19
NGC 6847,NF,,19 57 09,+29 21.2,,,,,,Vul,"neb,resolvable",II 202
NGC 6857,EN,,20 01 47.6,+33 31 38,1.0x1.0,,,,,Cyg,"F,am Milky Way st",III 144
NGC 6866,OC,II 2 m,20 03 55,+44 09.5,7.0,,7.6,,,Cyg,"Cl,L,vRi,cC",VII 59
NGC 6874,OC:,IV 1 m n,20 07 33,+38 14.8,8.0,,7.7,,,Cyg,"Cl,P,lC",VIII 86
NGC 6882,OC,II 2 p,20 11 58,+26 29.0,18.0,,,,,Vul,"Cl,P,lC",VIII 22
NGC 6885,OC,III 2 p,20 11 58,+26 29.0,18.0,,8.1,5.7p,,Vul,"Cl,vB,vL,RI,lC,*6..11",VIII 20
NGC 6888,EN,W-R Ring,20 12 06.5,+38 21 17,20x10,,,,,Cyg,"F,vL,vmE,** att",IV 72
